message,url,label
Get rich quick scheme. Invest £10000 and earn £90000 in 10 days,https://update-account-update.net,spam
VIP discount code: CODE194. Save $2500 on your purchase,https://secure-bank-verify.online,spam
Your Doctor visit is scheduled for tomorrow at 9 AM,https://company.com,ham
Security warning: Your bank credentials have been compromised. Confirm here,https://verify-account-update.net,spam
Order confirmation: #24766. Expected delivery Monday,https://company.com,ham
Thank you for your purchase. Your order #13427 is being processed,https://amazon.com,ham
Invoice #3483 for your recent purchase is attached,https://services.company.com,ham
VIP discount code: CODE540. Save €50000 on your purchase,https://verify-cashback-hub.co,spam
Action required: Verify your debit card account within 7 days or face suspension,https://login-cashback-hub.co,spam
Secret method to earn Rs.1500 in 7 days. Limited spots available,https://secure-verify-now.org,spam
VIP discount code: CODE593. Save £5000 on your purchase,https://verify-instant-rewards.site,spam
Flash sale: smartwatch for only €1500. 90% off. Tap here,https://account-account-update.net,spam
Earn £250 from home without investment. Follow link,https://secure-account-update.net,spam
Flash sale: shoes for only £2500. 60% off. Update now,https://account-promo-offers.in,spam
Cashback offer: Get £100 back on purchases above £450,https://account-win-now.site,spam
Order confirmation: #42313. Expected delivery Monday,https://online.edu.org,ham
Invoice #1749 for your recent purchase is attached,https://online.edu.org,ham
Order confirmation: #17896. Expected delivery next week,https://online.bank-official.com,ham
Cashback offer: Get Rs.5000 back on purchases above Rs.1500,https://promo-offers.in,spam
Cashback offer: Get $1500 back on purchases above $20000,https://verify-secure-login.com,spam
Security warning: Your Google credentials have been compromised. Reply immediately,https://secure-secure-login.com,spam
VIP discount code: CODE615. Save £50000 on your purchase,https://account-prize-claim.store,spam
Today only: shoes at 70% discount. Stock limited. Confirm here,https://cashback-hub.co,spam
Your bank account balance is negative. Pay $500 immediately,https://account-cashback-hub.co,spam
"Bitcoin giveaway: Send £500, receive £100000 back",https://login-instant-rewards.site,spam
Get rich quick scheme. Invest $50000 and earn $10000 in 1 month,https://verify-win-now.site,spam
Invoice #5582 for your recent purchase is attached,https://portal.citybus.gov.in,ham
Get rich quick scheme. Invest £50 and earn £300 in 48 hours,https://secure-login.com,spam
Members-only deal: smartwatch at 60% off. Act now,https://secure-instant-rewards.site,spam
"Real estate deal: Invest €1000, earn €30000 monthly",https://promo-offers.in,spam
Invoice #9313 for your recent purchase is attached,https://www.railways.in,ham
Action required: Verify your credit card account within 48 hours or face suspension,https://login-bank-verify.online,spam
Invoice #8940 for your recent purchase is attached,https://portal.company.com,ham
Order confirmation: #59463. Expected delivery Tuesday,https://services.bank-official.com,ham
"Real estate deal: Invest €50000, earn €450 monthly",https://account-secure-login.com,spam
Cashback offer: Get Rs.5000 back on purchases above Rs.90000,https://account-prize-claim.store,spam
Order confirmation: #45500. Expected delivery tomorrow,https://services.gov.in,ham
Secret method to earn $2500 in 2 weeks. Limited spots available,https://update-promo-offers.in,spam
Order confirmation: #96594. Expected delivery 15th,https://online.gov.in,ham
"Exclusive deal: Buy laptop, get furniture free. Hurry!",https://secure-cashback-hub.co,spam
Order confirmation: #74942. Expected delivery tomorrow,https://www.company.com,ham
VIP discount code: CODE992. Save €100 on your purchase,https://verify-prize-claim.store,spam
Exclusive winner: a smartwatch is waiting for you. Claim within 24 hours,https://login-secure-login.com,spam
"Real estate deal: Invest £10000, earn £50000 monthly",https://promo-offers.in,spam
Order confirmation: #95732. Expected delivery Monday,https://citybus.gov.in,ham
Offer expires in 24 hours! Verify now immediately,https://secure-instant-rewards.site,spam
Invoice #7622 for your recent purchase is attached,https://www.gov.in,ham
Invoice #3901 for your recent purchase is attached,https://bank-official.com,ham
Cashback offer: Get $5000 back on purchases above $40000,https://account-prize-claim.store,spam
"Bitcoin giveaway: Send £50, receive £4500 back",https://prize-claim.store,spam
Earn $50000 from home without investment. Tap here,https://secure-cashback-hub.co,spam
Invoice #4754 for your recent purchase is attached,https://www.edu.org,ham
Order confirmation: #46259. Expected delivery tomorrow,https://portal.gov.in,ham
Alert: Your UPI account will be terminated if you don't verify urgently,https://cashback-hub.co,spam
Make £2000 per month working from home. No experience needed,https://login-secure-login.com,spam
Your wallet has been credited with $500. Update now,https://account-account-update.net,spam
"Real estate deal: Invest Rs.250, earn Rs.30000 monthly",https://win-now.site,spam
Invoice #8580 for your recent purchase is attached,https://portal.railways.in,ham
Invoice #2181 for your recent purchase is attached,https://online.amazon.com,ham
Your Netflix account has been compromised. Confirm here to restore access,https://account-promo-offers.in,spam
Order confirmation: #86865. Expected delivery end of month,https://bank-official.com,ham
VIP discount code: CODE508. Save Rs.500 on your purchase,https://account-secure-login.com,spam
Flash sale: headphones for only £1000. 80% off. Reply immediately,https://update-verify-now.org,spam
Thank you for your purchase. Your order #90474 is being processed,https://services.bank-official.com,ham
VIP discount code: CODE466. Save $2500 on your purchase,https://account-prize-claim.store,spam
Order confirmation: #94369. Expected delivery 15th,https://services.gov.in,ham
Invoice #6137 for your recent purchase is attached,https://www.bank-official.com,ham
Thank you for your purchase. Your order #37131 is being processed,https://company.com,ham
Thank you for your purchase. Your order #74754 is being processed,https://portal.citybus.gov.in,ham
Invoice #3638 for your recent purchase is attached,https://railways.in,ham
Order confirmation: #37018. Expected delivery end of month,https://online.gov.in,ham
Your friend Emma sent you Rs.50000. Accept here,https://update-prize-claim.store,spam
Thank you for your purchase. Your order #43998 is being processed,https://portal.gov.in,ham
Invoice #9416 for your recent purchase is attached,https://www.university.edu,ham
Official notice: Your Microsoft registration is incomplete. Update now,https://verify-account-update.net,spam
Free gift cards! Just pay £100 shipping charges,https://update-instant-rewards.site,spam
You have won a lottery of £5000. Contact us immediately,https://login-instant-rewards.site,spam
Invoice #4852 for your recent purchase is attached,https://www.company.com,ham
Invoice #5500 for your recent purchase is attached,https://services.gov.in,ham
Get rich quick scheme. Invest $50 and earn $2000 in 24 hours,https://update-account-update.net,spam
Order confirmation: #81378. Expected delivery 15th,https://www.citybus.gov.in,ham
Invoice #7696 for your recent purchase is attached,https://gov.in,ham
Order confirmation: #85894. Expected delivery tomorrow,https://www.gov.in,ham
Cashback offer: Get €50 back on purchases above €10500,https://update-verify-now.org,spam
Get rich quick scheme. Invest €2000 and earn €750 in 10 days,https://update-cashback-hub.co,spam
Timesheet submission deadline: Monday,https://online.amazon.com,ham
Order confirmation: #93106. Expected delivery end of month,https://services.gov.in,ham
Invoice #9289 for your recent purchase is attached,https://portal.edu.org,ham
Members-only deal: laptop at 90% off. Visit link,https://account-secure-login.com,spam
Your friend Alex sent you £10000. Accept here,https://secure-verify-now.org,spam
Today only: gift cards at 50% discount. Stock limited. Update now,https://secure-secure-login.com,spam
Your Apple account has been locked. Verify now to restore access,https://update-promo-offers.in,spam
Your bank account has been compromised. Act now to restore access,https://verify-now.org,spam
Members-only deal: furniture at 40% off. Confirm here,https://win-now.site,spam
Members-only deal: laptop at 90% off. Confirm here,https://verify-now.org,spam
Your wallet has been credited with £500. Act now,https://verify-cashback-hub.co,spam
URGENT: Your bank transaction requires verification. Confirm here,https://account-promo-offers.in,spam
Secret method to earn €500 in 1 day. Limited spots available,https://update-prize-claim.store,spam
Invoice #4062 for your recent purchase is attached,https://services.gov.in,ham
Your UPI payment of $5000 failed. Click to retry,https://secure-verify-now.org,spam
Order confirmation: #10486. Expected delivery end of month,https://online.citybus.gov.in,ham
Thank you for your purchase. Your order #22216 is being processed,https://www.company.com,ham
Alert: Your bank account will be deactivated if you don't verify today,https://login-win-now.site,spam
"Real estate deal: Invest $10000, earn $17500 monthly",https://verify-promo-offers.in,spam
Order confirmation: #45850. Expected delivery 15th,https://online.edu.org,ham
Flash sale: headphones for only Rs.1500. 30% off. Verify now,https://update-promo-offers.in,spam
"Real estate deal: Invest Rs.2000, earn Rs.700 monthly",https://update-secure-login.com,spam
Today only: furniture at 60% discount. Stock limited. Tap here,https://secure-promo-offers.in,spam
Mandatory information update for email users. Update now,https://update-prize-claim.store,spam
VIP discount code: CODE512. Save Rs.1000 on your purchase,https://login-win-now.site,spam
Thank you for your purchase. Your order #10370 is being processed,https://edu.org,ham
VIP discount code: CODE637. Save £2000 on your purchase,https://account-prize-claim.store,spam
Invoice #1914 for your recent purchase is attached,https://services.bank-official.com,ham
Exclusive offer: Get 60% off on iPhone,https://login-account-update.net,spam
Forex trading secret: Turn £1000 into £25000,https://account-promo-offers.in,spam
Action required: Verify your credit card account within 1 month or face suspension,https://account-secure-login.com,spam
Thank you for your purchase. Your order #28533 is being processed,https://www.railways.in,ham
Thank you for your purchase. Your order #49180 is being processed,https://www.edu.org,ham
Get rich quick scheme. Invest Rs.10000 and earn Rs.8000 in 2 weeks,https://login-cashback-hub.co,spam
Order confirmation: #73269. Expected delivery 15th,https://bank-official.com,ham
Order confirmation: #63186. Expected delivery 20th,https://portal.company.com,ham
Members-only deal: clothing at 90% off. Click here,https://secure-instant-rewards.site,spam
Make £5000 per day working from home. No experience needed,https://update-cashback-hub.co,spam
Order confirmation: #44145. Expected delivery Tuesday,https://bank-official.com,ham
Order confirmation: #69888. Expected delivery 20th,https://amazon.com,ham
"Real estate deal: Invest $50, earn $20000 monthly",https://secure-login.com,spam
Thank you for your purchase. Your order #21833 is being processed,https://services.amazon.com,ham
Order confirmation: #64838. Expected delivery 15th,https://online.gov.in,ham
Cashback offer: Get Rs.250 back on purchases above Rs.7500,https://account-secure-login.com,spam
Forex trading secret: Turn £100 into £1000,https://account-promo-offers.in,spam
Order confirmation: #41949. Expected delivery end of month,https://online.gov.in,ham
Thank you for your purchase. Your order #42213 is being processed,https://amazon.com,ham
Order confirmation: #61803. Expected delivery tomorrow,https://gov.in,ham
Forex trading secret: Turn €1000 into €350,https://verify-now.org,spam
Secret method to earn Rs.2000 in 48 hours. Limited spots available,https://verify-bank-verify.online,spam
Forex trading secret: Turn Rs.100 into Rs.3000,https://login-bank-verify.online,spam
"Bitcoin giveaway: Send £10000, receive £12000 back",https://update-prize-claim.store,spam
VIP discount code: CODE416. Save $1000 on your purchase,https://login-cashback-hub.co,spam
Your wallet has been credited with Rs.1500. Confirm here,https://verify-win-now.site,spam
Thank you for your purchase. Your order #47663 is being processed,https://amazon.com,ham
Thank you for your purchase. Your order #93621 is being processed,https://gov.in,ham
"Bitcoin giveaway: Send £50, receive £3000 back",https://update-instant-rewards.site,spam
"Financial freedom awaits! Invest Rs.50000, get 2x returns",https://update-secure-login.com,spam
Verify your identity to continue using Amazon. Verify now,https://cashback-hub.co,spam
Thank you for your purchase. Your order #61103 is being processed,https://services.company.com,ham
Cashback offer: Get Rs.10000 back on purchases above Rs.15000,https://promo-offers.in,spam
Invoice #9026 for your recent purchase is attached,https://edu.org,ham
Today only: shoes at 70% discount. Stock limited. Act now,https://cashback-hub.co,spam
Forex trading secret: Turn $50000 into $1500,https://login-win-now.site,spam
Secret method to earn £500 in 1 day. Limited spots available,https://win-now.site,spam
Flash sale: shoes for only €2000. 40% off. Confirm here,https://login-instant-rewards.site,spam
Flash sale: shoes for only £100. 20% off. Reply immediately,https://secure-instant-rewards.site,spam
Order confirmation: #65585. Expected delivery Tuesday,https://railways.in,ham
Forex trading secret: Turn Rs.500 into Rs.18000,https://instant-rewards.site,spam
Order confirmation: #19187. Expected delivery next week,https://services.gov.in,ham
Get rich quick scheme. Invest $2500 and earn $700 in 1 day,https://update-promo-offers.in,spam
Today only: electronics at 70% discount. Stock limited. Verify now,https://login-secure-login.com,spam
Free tablet! Just pay Rs.1500 shipping charges,https://account-verify-now.org,spam
Invoice #5467 for your recent purchase is attached,https://online.railways.in,ham
Get rich quick scheme. Invest £100 and earn £150 in 48 hours,https://login-win-now.site,spam
"Bitcoin giveaway: Send £5000, receive £17500 back",https://update-cashback-hub.co,spam
Get rich quick scheme. Invest $1000 and earn $750 in 24 hours,https://account-secure-login.com,spam
Get rich quick scheme. Invest $1500 and earn $7000 in 48 hours,https://account-win-now.site,spam
Official notice: Your Google registration is incomplete. Verify now,https://cashback-hub.co,spam
Get rich quick scheme. Invest $10000 and earn $45000 in 48 hours,https://account-instant-rewards.site,spam
Your friend Emma sent you $50000. Accept here,https://verify-win-now.site,spam
Your wallet has been credited with £1000. Visit link,https://update-promo-offers.in,spam
Cashback offer: Get $50000 back on purchases above $1000,https://cashback-hub.co,spam
Earn Rs.2000 from home without investment. Verify now,https://secure-win-now.site,spam
"Financial freedom awaits! Invest $5000, get 2x returns",https://promo-offers.in,spam
Flash sale: gift cards for only $1500. 80% off. Click here,https://secure-win-now.site,spam
Invoice #2102 for your recent purchase is attached,https://portal.edu.org,ham
Flash sale: headphones for only $10000. 20% off. Tap here,https://account-instant-rewards.site,spam
VIP discount code: CODE362. Save $50 on your purchase,https://login-verify-now.org,spam
Your Client meeting is scheduled for Tuesday at 9 AM,https://portal.railways.in,ham
Mandatory information update for Microsoft users. Verify now,https://secure-verify-now.org,spam
VIP discount code: CODE260. Save £5000 on your purchase,https://secure-secure-login.com,spam
"Real estate deal: Invest $1500, earn $90000 monthly",https://login-cashback-hub.co,spam
Free shoes! Just pay Rs.1000 shipping charges,https://secure-verify-now.org,spam
Your water bill for this month is $250,https://services.amazon.com,ham
Today only: iPhone at 40% discount. Stock limited. Click here,https://login-cashback-hub.co,spam
Your friend John sent you $50. Accept here,https://login-cashback-hub.co,spam
Cashback offer: Get $50 back on purchases above $2500,https://update-prize-claim.store,spam
Get rich quick scheme. Invest Rs.50 and earn Rs.90000 in 1 month,https://secure-promo-offers.in,spam
"Bitcoin giveaway: Send Rs.1000, receive Rs.10500 back",https://login-account-update.net,spam
Today only: laptop at 90% discount. Stock limited. Follow link,https://update-win-now.site,spam
Order confirmation: #93096. Expected delivery Tuesday,https://online.citybus.gov.in,ham
Invoice #9050 for your recent purchase is attached,https://online.citybus.gov.in,ham
Thank you for your purchase. Your order #97127 is being processed,https://portal.citybus.gov.in,ham
Assignment due: Mathematics by Monday,https://university.edu,ham
Your friend John sent you €500. Accept here,https://account-cashback-hub.co,spam
Thank you for your purchase. Your order #56557 is being processed,https://services.edu.org,ham
Invoice #5964 for your recent purchase is attached,https://services.bank-official.com,ham
"Real estate deal: Invest £5000, earn £250000 monthly",https://update-win-now.site,spam
Thank you for your purchase. Your order #12996 is being processed,https://www.company.com,ham
Order confirmation: #61575. Expected delivery Tuesday,https://bank-official.com,ham
Earn $50000 from home without investment. Update now,https://secure-prize-claim.store,spam
Invoice #3760 for your recent purchase is attached,https://services.edu.org,ham
Thank you for your purchase. Your order #73733 is being processed,https://railways.in,ham
Limited offer: Get clothing absolutely free. Click here,https://account-instant-rewards.site,spam
Free gift cards! Just pay $500 shipping charges,https://secure-promo-offers.in,spam
Thank you for your purchase. Your order #12849 is being processed,https://online.citybus.gov.in,ham
Your Car service is scheduled for Monday at 5 PM,https://university.edu,ham
Order confirmation: #43869. Expected delivery end of month,https://online.gov.in,ham
Flash discount: 30% off everything for next 1 month,https://promo-offers.in,spam
VIP discount code: CODE125. Save €5000 on your purchase,https://update-bank-verify.online,spam
Order confirmation: #98967. Expected delivery end of month,https://www.bank-official.com,ham
Thank you for your purchase. Your order #61983 is being processed,https://services.company.com,ham
Invoice #1054 for your recent purchase is attached,https://services.company.com,ham
VIP discount code: CODE868. Save $100 on your purchase,https://login-verify-now.org,spam
Invoice #4488 for your recent purchase is attached,https://www.university.edu,ham
Members-only deal: laptop at 40% off. Confirm here,https://win-now.site,spam
Cashback offer: Get $5000 back on purchases above $450,https://account-update.net,spam
Order confirmation: #34605. Expected delivery 15th,https://portal.university.edu,ham
Flash sale: gift cards for only Rs.1000. 80% off. Reply immediately,https://account-bank-verify.online,spam
Invoice #3594 for your recent purchase is attached,https://www.railways.in,ham
Invoice #7695 for your recent purchase is attached,https://www.citybus.gov.in,ham
Invoice #9228 for your recent purchase is attached,https://online.citybus.gov.in,ham
Congratulations! You've won free Bitcoin. Confirm here to claim now!,https://verify-account-update.net,spam
Reminder: training session on 20th. Don't forget!,https://services.citybus.gov.in,ham
Flash sale: headphones for only $1500. 20% off. Visit link,https://secure-verify-now.org,spam
Invoice #3053 for your recent purchase is attached,https://portal.university.edu,ham
Flash sale: shoes for only Rs.5000. 50% off. Reply immediately,https://update-secure-login.com,spam
Verify your identity to continue using Google. Visit link,https://win-now.site,spam
Flash sale: iPhone for only Rs.500. 20% off. Tap here,https://prize-claim.store,spam
Thank you for your purchase. Your order #35933 is being processed,https://online.amazon.com,ham
Cashback offer: Get £2000 back on purchases above £50000,https://login-account-update.net,spam
Lucky draw results: You won a laptop! Verification needed. Click here,https://secure-account-update.net,spam
Your Dentist appointment is scheduled for next week at 3 PM,https://www.university.edu,ham
Flash sale: iPhone for only £250. 50% off. Click here,https://update-promo-offers.in,spam
Get rich quick scheme. Invest £50 and earn £20000 in 3 days,https://secure-verify-now.org,spam
Thank you for your purchase. Your order #39054 is being processed,https://portal.amazon.com,ham
Thank you for your purchase. Your order #99304 is being processed,https://portal.edu.org,ham
Your rent bill for this month is $100,https://edu.org,ham
Thank you for your purchase. Your order #72098 is being processed,https://citybus.gov.in,ham
Order confirmation: #16965. Expected delivery 20th,https://online.edu.org,ham
Your phone bill for this month is €2500,https://www.bank-official.com,ham
Invoice #6183 for your recent purchase is attached,https://www.university.edu,ham
Booking confirmed: streaming on Tuesday at 3 PM,https://www.bank-official.com,ham
Thank you for your purchase. Your order #79536 is being processed,https://services.company.com,ham
Free electronics! Just pay $2000 shipping charges,https://update-verify-now.org,spam
Get rich quick scheme. Invest €1000 and earn €9000 in 24 hours,https://secure-cashback-hub.co,spam
"Exclusive deal: Buy tablet, get furniture free. Hurry!",https://secure-secure-login.com,spam
Order confirmation: #21852. Expected delivery Tuesday,https://www.university.edu,ham
Order confirmation: #98632. Expected delivery 15th,https://company.com,ham
Invoice #2213 for your recent purchase is attached,https://services.university.edu,ham
Order confirmation: #69965. Expected delivery end of month,https://online.citybus.gov.in,ham
Order confirmation: #79076. Expected delivery tomorrow,https://portal.edu.org,ham
Flash sale: shoes for only £5000. 60% off. Update now,https://verify-verify-now.org,spam
Only 6 spots left for a VIP membership. Act fast!,https://promo-offers.in,spam
Order confirmation: #51616. Expected delivery 15th,https://railways.in,ham
Order confirmation: #54258. Expected delivery 20th,https://www.railways.in,ham
Forex trading secret: Turn $100 into $20000,https://secure-cashback-hub.co,spam
Thank you for your purchase. Your order #43121 is being processed,https://online.university.edu,ham
Thank you for your purchase. Your order #56106 is being processed,https://portal.gov.in,ham
Invoice #4599 for your recent purchase is attached,https://gov.in,ham
Forex trading secret: Turn £10000 into £8000,https://update-bank-verify.online,spam
Alert: Your Microsoft account will be closed if you don't verify ASAP,https://update-win-now.site,spam
Thank you for your purchase. Your order #64941 is being processed,https://www.edu.org,ham
"Bitcoin giveaway: Send £100, receive £12000 back",https://update-secure-login.com,spam
Today only: electronics at 30% discount. Stock limited. Verify now,https://update-win-now.site,spam
Forex trading secret: Turn $1000 into $15000,https://secure-login.com,spam
Invoice #2034 for your recent purchase is attached,https://services.gov.in,ham
Invoice #5993 for your recent purchase is attached,https://company.com,ham
Members-only deal: electronics at 60% off. Tap here,https://login-prize-claim.store,spam
Invoice #4939 for your recent purchase is attached,https://services.bank-official.com,ham
Order confirmation: #59902. Expected delivery next week,https://www.edu.org,ham
Your bank account has been compromised. Click here to restore access,https://verify-bank-verify.online,spam
Cashback offer: Get $5000 back on purchases above $400000,https://account-verify-now.org,spam
Members-only deal: electronics at 70% off. Reply immediately,https://update-win-now.site,spam
Thank you for your purchase. Your order #62018 is being processed,https://www.citybus.gov.in,ham
Your debit card payment of Rs.5000 failed. Click to retry,https://login-secure-login.com,spam
Assignment due: Physics by tomorrow,https://www.edu.org,ham
Forex trading secret: Turn £1500 into £4000,https://update-prize-claim.store,spam
Limited offer: Get iPhone absolutely free. Update now,https://secure-prize-claim.store,spam
VIP discount code: CODE371. Save £1000 on your purchase,https://verify-verify-now.org,spam
Limited seats available. Book now to save 30% Verify now,https://account-cashback-hub.co,spam
Make €250 per month working from home. No experience needed,https://account-bank-verify.online,spam
Order confirmation: #43035. Expected delivery tomorrow,https://www.citybus.gov.in,ham
Thank you for your purchase. Your order #10604 is being processed,https://www.edu.org,ham
Order confirmation: #18818. Expected delivery Tuesday,https://www.edu.org,ham
Order confirmation: #57559. Expected delivery Tuesday,https://services.railways.in,ham
Invoice #6510 for your recent purchase is attached,https://services.bank-official.com,ham
Thank you for your purchase. Your order #79928 is being processed,https://gov.in,ham
Your friend Sarah sent you Rs.50. Accept here,https://verify-prize-claim.store,spam
Thank you for your purchase. Your order #77374 is being processed,https://online.university.edu,ham
"Bitcoin giveaway: Send €250, receive €7500 back",https://account-account-update.net,spam
Secret method to earn £10000 in 1 day. Limited spots available,https://secure-account-update.net,spam
"Bitcoin giveaway: Send $2500, receive $5000 back",https://secure-verify-now.org,spam
Cashback offer: Get €500 back on purchases above €5000,https://verify-secure-login.com,spam
Thank you for your purchase. Your order #70217 is being processed,https://www.amazon.com,ham
Members-only deal: clothing at 80% off. Visit link,https://secure-bank-verify.online,spam
Your UPI payment of Rs.50 failed. Click to retry,https://secure-secure-login.com,spam
Order confirmation: #42178. Expected delivery end of month,https://www.company.com,ham
Order confirmation: #47381. Expected delivery next week,https://www.university.edu,ham
Order confirmation: #66364. Expected delivery Monday,https://www.railways.in,ham
Thank you for your purchase. Your order #38104 is being processed,https://gov.in,ham
Exclusive winner: a laptop is waiting for you. Claim within 1 month,https://login-promo-offers.in,spam
Order confirmation: #72547. Expected delivery next week,https://amazon.com,ham
Members-only deal: electronics at 50% off. Confirm here,https://login-secure-login.com,spam
Alert: You've been selected for a secret shopper role. Follow link,https://update-verify-now.org,spam
Thank you for your purchase. Your order #41754 is being processed,https://online.citybus.gov.in,ham
Thank you for your purchase. Your order #51872 is being processed,https://services.railways.in,ham
URGENT: Unusual activity detected on your Microsoft account. Visit link,https://login-prize-claim.store,spam
Lucky draw results: You won free Bitcoin! Verification needed. Tap here,https://update-cashback-hub.co,spam
Order confirmation: #21857. Expected delivery next week,https://railways.in,ham
Thank you for your purchase. Your order #78205 is being processed,https://services.university.edu,ham
Cashback offer: Get $1500 back on purchases above $50000,https://prize-claim.store,spam
Earn $1000 from home without investment. Follow link,https://secure-win-now.site,spam
Free headphones! Just pay £1500 shipping charges,https://update-promo-offers.in,spam
Earn €2000 from home without investment. Visit link,https://login-cashback-hub.co,spam
Order confirmation: #43599. Expected delivery next week,https://portal.gov.in,ham
VIP discount code: CODE829. Save $100 on your purchase,https://account-secure-login.com,spam
Order confirmation: #44461. Expected delivery end of month,https://services.amazon.com,ham
Invoice #2370 for your recent purchase is attached,https://services.citybus.gov.in,ham
Your wallet has been credited with Rs.10000. Verify now,https://login-secure-login.com,spam
Order confirmation: #65347. Expected delivery 20th,https://services.bank-official.com,ham
Invoice #6485 for your recent purchase is attached,https://services.citybus.gov.in,ham
"Bitcoin giveaway: Send €1000, receive €1000 back",https://verify-account-update.net,spam
Verify your identity to continue using debit card. Click here,https://verify-promo-offers.in,spam
"Bitcoin giveaway: Send Rs.250, receive Rs.500 back",https://login-cashback-hub.co,spam
Thank you for your purchase. Your order #40907 is being processed,https://portal.company.com,ham
Thank you for your purchase. Your order #10931 is being processed,https://www.amazon.com,ham
Forex trading secret: Turn $100 into $25000,https://bank-verify.online,spam
Get rich quick scheme. Invest Rs.50 and earn Rs.60000 in 24 hours,https://account-update.net,spam
Today only: furniture at 40% discount. Stock limited. Confirm here,https://update-verify-now.org,spam
VIP discount code: CODE813. Save $2500 on your purchase,https://login-bank-verify.online,spam
Order confirmation: #39511. Expected delivery Tuesday,https://online.citybus.gov.in,ham
Your wallet has been credited with £2000. Visit link,https://prize-claim.store,spam
"Real estate deal: Invest €100, earn €450000 monthly",https://account-update.net,spam
Thank you for your purchase. Your order #13063 is being processed,https://online.university.edu,ham
Invoice #7634 for your recent purchase is attached,https://www.edu.org,ham
Invoice #8360 for your recent purchase is attached,https://online.citybus.gov.in,ham
Order confirmation: #47261. Expected delivery 15th,https://www.university.edu,ham
Alert: Your Microsoft account will be deactivated if you don't verify urgently,https://secure-cashback-hub.co,spam
Invoice #9276 for your recent purchase is attached,https://services.amazon.com,ham
Your friend Sarah sent you €1500. Accept here,https://login-account-update.net,spam
VIP discount code: CODE810. Save Rs.1500 on your purchase,https://secure-login.com,spam
Order confirmation: #98784. Expected delivery 15th,https://portal.company.com,ham
"Real estate deal: Invest $10000, earn $13500 monthly",https://verify-secure-login.com,spam
Thank you for your purchase. Your order #93193 is being processed,https://online.citybus.gov.in,ham
Alert: Your email account will be blocked if you don't verify today,https://secure-win-now.site,spam
Forex trading secret: Turn €50 into €30000,https://secure-cashback-hub.co,spam
