message,url,label
Attention: Urgent! Your electricity bill is overdue. Pay now to avoid disconnection,https://alertscenterlogin.org,spam
Payment received. Thank you for your transaction,https://citygov-portal.net,ham
Your reservation is confirmed. See details Thanks.,https://citygov-online.gov.in,ham
Happy birthday! Hope you have a wonderful day,https://citybus-portal.net,ham
Your electricity bill for this month is Rs.250,https://trainbook-portal.net,ham
System maintenance scheduled at midnight,https://city-rail-portal.co.in,ham
Get rich quick scheme. Invest Rs.1500 and earn Rs.500 in 14 days,https://securepaysecure.site,spam
URGENT: Win iPhone by sharing this message Click here.,https://rewardsportal-.site,spam
Your monthly bank statement is ready for download,https://civicservices-portal.org.in,ham
Win iPhone by sharing this message,https://supportdesk-.site,spam
URGENT: Congratulations! You have won $250. Click here to claim now!,https://shop-dealslogin.org,spam
Your electricity bill for this month is Rs.50000,https://town-health30.in,ham
Hi — Appointment reminder: Doctor visit tomorrow at 3 PM,https://healthdept.co,ham
Hi — Your subscription expires in 3 days,https://taxdept-portal.in,ham
Appointment reminder: Doctor visit tomorrow at 3 PM,https://civicservices.gov.in,ham
Your bank account has been compromised. Update your password immediately,https://promo-offerslogin.in,spam
Security alert: Unusual activity detected on your account,https://claim-prizesecure.co,spam
Class cancelled today due to technical issues,https://utilitypay-portal.gov.in,ham
Invoice for your recent purchase is attached,https://taxdept.net,ham
Alert: You've been selected for a secret shopper program. Reply now,https://claim-prizelogin.site,spam
Exclusive offer: Get 10% off on annual subscription,https://invoice-center-.co,spam
Your account will be closed if you don't verify Click here.,https://prizeclaim.site,spam
Exclusive offer: Get 15% off on annual subscription,https://discounts-24login.net,spam
Your subscription expires in 3 days,https://civicservices-online.gov.in,ham
Get rich quick scheme. Invest Rs.2000 and earn Rs.500 in 1 days,https://offers-zone879.net,spam
Your electricity bill for this month is Rs.2000,https://municipal29.gov.in,ham
Urgent! Your electricity bill is overdue. Pay now to avoid disconnection Click here.,https://verifyacc487.store,spam
Thank you for your purchase. Your order will be delivered soon,https://healthdept-online.gov.in,ham
Limited seats available. Book now to save 30%,https://payonline.net,spam
You've been selected for a secret shopper program. Reply now Click here.,https://promo-offerslogin.store,spam
Class cancelled today due to technical issues,https://town-health-services.org.in,ham
Attention: Your order has been cancelled. Click to reorder,https://bank-verifylogin.store,spam
Claim cashback of Rs.100 now. Limited time!,https://cashbackhub.co,spam
URGENT: Exclusive offer: Get 40% off on annual subscription,https://win-now.in,spam
URGENT: You have won a lottery of $100. Contact us immediately,https://discounts-24-.com,spam
Hi — Team lunch tomorrow at 1 PM. RSVP please,https://metro.in,ham
Team lunch tomorrow at 1 PM. RSVP please,https://citybus-services.org,ham
Government scheme offering money - claim now,https://instant-rewards-.com,spam
Exclusive offer: Get 70% off on annual subscription,https://payonline-.in,spam
Limited seats available. Book now to save 30%,https://refunds-onlinesecure.com,spam
Get rich quick scheme. Invest Rs.1500 and earn Rs.500 in 14 days,https://securepaylogin.store,spam
Payment received. Thank you for your transaction,https://municipal-services.org.in,ham
Hi — Quarterly report attached. Please review before Monday,https://nationalrail-services.org.in,ham
Free iPhone! Just pay shipping charges,https://win-now.com,spam
Limited time offer! Get 20% discount on all products,https://win-nowsecure.com,spam
Limited seats available. Book now to save 40%,https://promo-offers741.online,spam
Your order has been cancelled. Click to reorder,https://discounts-24secure.site,spam
URGENT: Win iPhone by sharing this message,https://urgent-action-.store,spam
Thank you for your purchase. Your order will be delivered soon,https://university-portal.co.in,ham
COVID vaccine available. Book appointment now Click here.,https://verify-nowsecure.store,spam
Your train ticket booking is confirmed,https://vaccineportal-online.in,ham
Your order has been shipped. Track here,https://vaccineportal-online.co.in,ham
Your UPI payment of Rs.50000 failed. Click to retry Click here.,https://rewardsportal14.net,spam
Your order has been cancelled. Click to reorder,https://cashbackhubsecure.net,spam
Your bank account has been compromised. Update your password immediately,https://payonline929.site,spam
Invoice for your recent purchase is attached,https://paymentportal.net,ham
Immediate action required: Unauthorized login detected. Verify at {url} Click here.,https://discounts-24.online,spam
Quarterly report attached. Please review before Monday,https://citygov-portal.net,ham
Your UPI payment of Rs.1500 failed. Click to retry,https://supportdesksecure.net,spam
Appointment reminder: Doctor visit tomorrow at 3 PM,https://citybus49.co.in,ham
Free iPhone! Just pay shipping charges Click here.,https://refunds-online-.in,spam
"Hello, how are you today?",https://municipal44.gov.in,ham
Your subscription expires in 3 days,https://railways-online.co.in,ham
Alert: Win iPhone by sharing this message Click here.,https://secure-login.in,spam
Appointment reminder: Doctor visit tomorrow at 3 PM Thanks.,https://nationalrail.org,ham
Quarterly report attached. Please review before Monday,https://municipal.in,ham
Attention: Limited time offer! Get 70% discount on all products,https://verifyaccsecure.store,spam
System maintenance scheduled at midnight,https://vaccineportal-services.org.in,ham
Your subscription expires in 3 days,https://vaccineportal-online.org,ham
Your exam schedule is published. Check portal for details Thanks.,https://citygov-portal.co,ham
Payment received. Thank you for your transaction,https://railways.co.in,ham
Library books due in 3 days. Renew if needed,https://municipal-portal.co,ham
Welcome to our newsletter. Unsubscribe anytime,https://citygov-online.co.in,ham
You have won a lottery of $250. Contact us immediately,https://supportdesk.online,spam
"Hello, how are you today?",https://healthdept37.co,ham
Payment received. Thank you for your transaction,https://citygov-portal.co.in,ham
Your order has been cancelled. Click to reorder,https://refunds-onlinesecure.net,spam
Hi — Library books due in 3 days. Renew if needed,https://paymentportal.net,ham
Campus Wi-Fi maintenance scheduled tonight,https://paymentportal-services.gov.in,ham
"Hello, how are you today?",https://collegeportal20.net,ham
Thank you for your purchase. Your order will be delivered soon,https://unicampus.org,ham
Immediate action required: Unauthorized login detected. Verify at {url} Click here.,https://verifyaccsecure.site,spam
Welcome to our newsletter. Unsubscribe anytime,https://nationalrail-portal.org,ham
Your order has been shipped. Track here,https://city-rail-online.org,ham
Limited seats available. Book now to save 90%,https://offers-zone191.org,spam
Your electricity bill for this month is Rs.750,https://citygov-services.gov.in,ham
Your subscription expires in 3 days,https://nationalrail-portal.net,ham
Meeting scheduled for tomorrow at 10 AM,https://nationalrail.gov.in,ham
You won a prize worth Rs.5000. Provide bank details to receive it Click here.,https://claim-prize825.co,spam
Important: Tax refund available. Click to claim,https://securepay.org,spam
Security alert: Unusual activity detected on your account Click here.,https://bank-verify593.site,spam
COVID vaccine available. Book appointment now Click here.,https://secure-login260.store,spam
Your subscription expires in 3 days Thanks.,https://trainbook-portal.org,ham
Your reservation is confirmed. See details,https://nationalrail88.co.in,ham
Your order has been shipped. Track here,https://university-services.in,ham
System maintenance scheduled at midnight,https://municipal-services.co.in,ham
Weather update: Rain expected tomorrow,https://unicampus27.org,ham
Invoice for your recent purchase is attached,https://unicampus.org.in,ham
Claim cashback of Rs.5000 now. Limited time!,https://payonlinelogin.net,spam
Hi — Your monthly bank statement is ready for download,https://taxdept-online.net,ham
Your monthly bank statement is ready for download Thanks.,https://unicampus-online.co,ham
Attention: You have won a lottery of $100. Contact us immediately,https://discounts-24login.site,spam
Your wallet has been credited with Rs.100. Redeem here,https://payonline422.store,spam
Happy birthday! Hope you have a wonderful day,https://healthdept-services.org,ham
Quarterly report attached. Please review before Monday,https://healthdept.org.in,ham
Alert: Exclusive offer: Get 90% off on annual subscription Click here.,https://verifyacc.online,spam
Free iPhone! Just pay shipping charges,https://instant-rewardssecure.org,spam
Your subscription expires in 3 days,https://vaccineportal49.org.in,ham
URGENT: Free iPhone! Just pay shipping charges,https://supportdesk623.net,spam
Your exam schedule is published. Check portal for details,https://unicampus.org.in,ham
Limited seats available. Book now to save 40%,https://instant-rewards91.store,spam
Limited seats available. Book now to save 15%,https://refunds-online.co,spam
Security alert: Unusual activity detected on your account,https://supportdesk.site,spam
Class cancelled today due to technical issues,https://civicservices-services.net,ham
Earn money from home without investment,https://supportdesklogin.co,spam
Project deadline reminder: Submit by Friday,https://utilitypay-portal.net,ham
Get rich quick scheme. Invest Rs.5000 and earn Rs.500 in 7 days,https://verifyacclogin.store,spam
Weather update: Rain expected tomorrow,https://collegeportal-online.in,ham
"Hello, how are you today?",https://irctc71.co,ham
Get rich quick scheme. Invest Rs.250 and earn Rs.1500 in 1 days,https://prizeclaim.org,spam
Claim cashback of Rs.1500 now. Limited time!,https://urgent-action.store,spam
Alert: Free iPhone! Just pay shipping charges Click here.,https://promo-offers.in,spam
Alert: Your wallet has been credited with Rs.500. Redeem here,https://discounts-24936.org,spam
Your account will be closed if you don't verify,https://refunds-onlinelogin.co,spam
Earn money from home without investment,https://verifyacc492.com,spam
You've been selected for a secret shopper program. Reply now Click here.,https://cashbackhublogin.in,spam
Your electricity bill for this month is Rs.100 Thanks.,https://paymentportal-online.co.in,ham
Alert: You've been selected for a secret shopper program. Reply now,https://verifyaccsecure.org,spam
Payment received. Thank you for your transaction,https://nationalrail48.co.in,ham
Exclusive offer: Get 25% off on annual subscription Click here.,https://verify-nowsecure.store,spam
Immediate action required: Unauthorized login detected. Verify at {url},https://account-update45.online,spam
Attention: Win iPhone by sharing this message Click here.,https://offers-zone-.org,spam
Limited seats available. Book now to save 10%,https://billing-service262.net,spam
Your order has been cancelled. Click to reorder,https://alertscenterlogin.store,spam
Hi — Please review the attached document,https://railways48.co,ham
You have won a lottery of $50000. Contact us immediately,https://secure-login766.com,spam
Limited seats available. Book now to save 10%,https://offers-zonelogin.org,spam
Weather update: Rain expected tomorrow Thanks.,https://unicampus-services.co,ham
Your KYC is pending. Update now,https://refunds-online.site,spam
Urgent! Your electricity bill is overdue. Pay now to avoid disconnection,https://securepay896.net,spam
You won a prize worth Rs.1000. Provide bank details to receive it Click here.,https://billing-service-.net,spam
You won a prize worth Rs.2000. Provide bank details to receive it,https://verifyacclogin.org,spam
Team lunch tomorrow at 1 PM. RSVP please Thanks.,https://citygov.org,ham
You've been selected for a secret shopper program. Reply now,https://supportdesksecure.co,spam
Thank you for your purchase. Your order will be delivered soon,https://railways-online.net,ham
You have won a lottery of $5000. Contact us immediately Click here.,https://promo-offers486.site,spam
Your monthly bank statement is ready for download,https://taxdept.gov.in,ham
Limited time offer! Get 90% discount on all products,https://billing-service-.in,spam
Weather update: Rain expected tomorrow,https://vaccineportal99.net,ham
You won a prize worth Rs.50000. Provide bank details to receive it,https://supportdesksecure.online,spam
Claim cashback of Rs.1500 now. Limited time!,https://verify-now-.in,spam
Happy birthday! Hope you have a wonderful day,https://utilitypay.org,ham
"Hello, how are you today?",https://city-rail-online.gov.in,ham
Thank you for your purchase. Your order will be delivered soon,https://railways79.in,ham
Your order has been shipped. Track here Thanks.,https://taxdept-services.co,ham
Your order has been cancelled. Click to reorder,https://urgent-action133.org,spam
Limited time offer! Get 25% discount on all products,https://securepay978.co,spam
Congratulations! You have won $1000. Click here to claim now!,https://securepaysecure.in,spam
Meeting scheduled for tomorrow at 10 AM,https://city-rail-online.org.in,ham
Your order has been cancelled. Click to reorder,https://verify-nowlogin.org,spam
Immediate action required: Unauthorized login detected. Verify at {url} Click here.,https://bank-verify458.net,spam
Appointment reminder: Doctor visit tomorrow at 3 PM,https://healthdept.org.in,ham
URGENT: Get rich quick scheme. Invest Rs.5000 and earn Rs.100 in 7 days,https://prizeclaim-.net,spam
Invoice for your recent purchase is attached,https://paymentportal-services.co,ham
COVID vaccine available. Book appointment now,https://shop-dealssecure.store,spam
System maintenance scheduled at midnight,https://town-health.net,ham
Your account will be closed if you don't verify Click here.,https://urgent-action659.com,spam
Your exam schedule is published. Check portal for details,https://irctc79.co.in,ham
Your monthly bank statement is ready for download,https://taxdept2.net,ham
Class cancelled today due to technical issues,https://healthdept72.gov.in,ham
Government scheme offering money - claim now Click here.,https://cashbackhublogin.in,spam
Team lunch tomorrow at 1 PM. RSVP please,https://town-health31.org.in,ham
You won a prize worth Rs.500. Provide bank details to receive it,https://verify-nowlogin.online,spam
Thank you for your purchase. Your order will be delivered soon,https://city-rail-services.co.in,ham
Important: Tax refund available. Click to claim,https://discounts-24134.in,spam
Your train ticket booking is confirmed,https://unicampus43.net,ham
Your UPI payment of Rs.250 failed. Click to retry,https://cashbackhub-.site,spam
Meeting scheduled for tomorrow at 10 AM,https://town-health-services.in,ham
Your order has been cancelled. Click to reorder,https://rewardsportalsecure.in,spam
Attention: Security alert: Unusual activity detected on your account,https://verifyacclogin.site,spam
"Hello, how are you today?",https://unicampus66.org,ham
URGENT: Get rich quick scheme. Invest Rs.250 and earn Rs.100 in 14 days Click here.,https://prizeclaimlogin.co,spam
Win iPhone by sharing this message,https://win-nowlogin.site,spam
Your electricity bill for this month is Rs.2000,https://railways.in,ham
Hi — Invoice for your recent purchase is attached,https://municipal-services.co,ham
Hi — Your monthly bank statement is ready for download,https://trainbook-online.in,ham
Your bank account has been compromised. Update your password immediately,https://promo-offers.co,spam
Activate your premium access by verifying here,https://invoice-centersecure.site,spam
Campus Wi-Fi maintenance scheduled tonight,https://citygov94.co,ham
You've been selected for a secret shopper program. Reply now,https://verifyacc.online,spam
Class cancelled today due to technical issues Thanks.,https://healthdept-services.co.in,ham
Hi — Class cancelled today due to technical issues,https://civicservices-portal.in,ham
Class cancelled today due to technical issues,https://vaccineportal.org.in,ham
Your bank account has been compromised. Update your password immediately Click here.,https://rewardsportal.online,spam
Claim cashback of Rs.1000 now. Limited time!,https://verify-now-.in,spam
Your electricity bill for this month is Rs.2000,https://taxdept.co,ham
Quarterly report attached. Please review before Monday,https://railways-online.gov.in,ham
Campus Wi-Fi maintenance scheduled tonight Thanks.,https://utilitypay-portal.org.in,ham
Attention: Activate your premium access by verifying here Click here.,https://refunds-onlinelogin.net,spam
URGENT: Get rich quick scheme. Invest Rs.5000 and earn Rs.1000 in 14 days Click here.,https://alertscentersecure.co,spam
Alert: Urgent! Your electricity bill is overdue. Pay now to avoid disconnection,https://supportdesklogin.co,spam
Urgent! Your electricity bill is overdue. Pay now to avoid disconnection,https://cashbackhub.online,spam
COVID vaccine available. Book appointment now,https://rewardsportallogin.site,spam
Appointment reminder: Doctor visit tomorrow at 3 PM,https://utilitypay-online.in,ham
URGENT: Win iPhone by sharing this message Click here.,https://instant-rewards-.net,spam
Immediate action required: Unauthorized login detected. Verify at {url},https://discounts-24.online,spam
Security alert: Unusual activity detected on your account,https://account-updatelogin.com,spam
Exclusive offer: Get 50% off on annual subscription,https://payonlinesecure.org,spam
You won a prize worth Rs.1500. Provide bank details to receive it Click here.,https://prizeclaimlogin.co,spam
URGENT: Limited seats available. Book now to save 50%,https://claim-prize361.site,spam
Attention: Your KYC is pending. Update now Click here.,https://urgent-actionlogin.com,spam
Library books due in 3 days. Renew if needed,https://municipal-services.org,ham
Please review the attached document,https://vaccineportal49.org,ham
Claim cashback of Rs.750 now. Limited time!,https://shop-deals.site,spam
Your train ticket booking is confirmed,https://taxdept61.co.in,ham
Weather update: Rain expected tomorrow,https://gov-utility.gov.in,ham
Your UPI payment of Rs.5000 failed. Click to retry Click here.,https://invoice-center-.org,spam
Your order has been shipped. Track here,https://railways56.net,ham
Urgent! Your electricity bill is overdue. Pay now to avoid disconnection,https://promo-offerssecure.com,spam
Please review the attached document,https://utilitypay-portal.net,ham
Hi — Class cancelled today due to technical issues,https://unicampus.in,ham
Your electricity bill for this month is Rs.2000,https://city-rail-online.gov.in,ham
Security alert: Unusual activity detected on your account,https://promo-offerslogin.com,spam
Get rich quick scheme. Invest Rs.10000 and earn Rs.250 in 10 days,https://claim-prizelogin.com,spam
Alert: COVID vaccine available. Book appointment now,https://prizeclaimsecure.net,spam
Important: Tax refund available. Click to claim,https://invoice-center323.in,spam
Your subscription expires in 3 days,https://taxdept-portal.co.in,ham
Win iPhone by sharing this message,https://invoice-center.org,spam
Hi — Library books due in 3 days. Renew if needed,https://town-health-portal.in,ham
Hi — Your train ticket booking is confirmed,https://paymentportal.co.in,ham
Meeting scheduled for tomorrow at 10 AM,https://municipal58.co.in,ham
URGENT: Urgent! Your electricity bill is overdue. Pay now to avoid disconnection Click here.,https://refunds-onlinelogin.org,spam
Your monthly bank statement is ready for download,https://collegeportal.co,ham
Class cancelled today due to technical issues,https://paymentportal.in,ham
Meeting scheduled for tomorrow at 10 AM,https://irctc-services.co,ham
Please review the attached document,https://irctc-online.net,ham
COVID vaccine available. Book appointment now,https://cashbackhub.net,spam
Please review the attached document,https://citybus25.co,ham
Invoice for your recent purchase is attached,https://unicampus.in,ham
Payment received. Thank you for your transaction,https://nationalrail.org,ham
You have won a lottery of $5000. Contact us immediately,https://win-now.in,spam
Project deadline reminder: Submit by Friday,https://town-health.org.in,ham
Your order has been shipped. Track here,https://metro-services.in,ham
Your reservation is confirmed. See details,https://municipal75.in,ham
Payment received. Thank you for your transaction,https://taxdept-portal.net,ham
Attention: Your KYC is pending. Update now,https://payonline.in,spam
Win iPhone by sharing this message,https://invoice-center-.org,spam
COVID vaccine available. Book appointment now,https://verify-nowsecure.site,spam
Appointment reminder: Doctor visit tomorrow at 3 PM,https://collegeportal-online.co.in,ham
Appointment reminder: Doctor visit tomorrow at 3 PM,https://utilitypay.org.in,ham
Your UPI payment of Rs.750 failed. Click to retry,https://invoice-centerlogin.site,spam
Activate your premium access by verifying here,https://rewardsportallogin.site,spam
Your bank account has been compromised. Update your password immediately Click here.,https://secure-login-.co,spam
Your UPI payment of Rs.250 failed. Click to retry,https://shop-deals.online,spam
Your UPI payment of Rs.1000 failed. Click to retry,https://win-now768.site,spam
Your train ticket booking is confirmed,https://municipal60.org.in,ham
Attention: Free iPhone! Just pay shipping charges,https://promo-offers-.store,spam
Happy birthday! Hope you have a wonderful day,https://unicampus-portal.net,ham
Claim cashback of Rs.10000 now. Limited time! Click here.,https://win-now-.online,spam
Government scheme offering money - claim now Click here.,https://alertscenter771.com,spam
Free iPhone! Just pay shipping charges Click here.,https://account-update-.site,spam
Get rich quick scheme. Invest Rs.1000 and earn Rs.10000 in 14 days,https://verifyacc.online,spam
You've been selected for a secret shopper program. Reply now Click here.,https://invoice-center.online,spam
Alert: Activate your premium access by verifying here,https://shop-dealslogin.com,spam
Payment received. Thank you for your transaction,https://irctc.net,ham
Security alert: Unusual activity detected on your account,https://billing-service.com,spam
Your monthly bank statement is ready for download,https://utilitypay-services.gov.in,ham
Win iPhone by sharing this message,https://rewardsportalsecure.online,spam
Hi — Class cancelled today due to technical issues Thanks.,,ham
Your monthly bank statement is ready for download,https://town-health-online.net,ham
You've been selected for a secret shopper program. Reply now Click here.,https://securepay674.site,spam
Limited time offer! Get 10% discount on all products,https://invoice-center-.store,spam
Welcome to our newsletter. Unsubscribe anytime,https://town-health44.co.in,ham
Library books due in 3 days. Renew if needed,https://nationalrail-services.co.in,ham
Your subscription expires in 3 days,https://vaccineportal96.co.in,ham
Quarterly report attached. Please review before Monday,https://paymentportal-services.org,ham
Your train ticket booking is confirmed,https://paymentportal-services.org.in,ham
Meeting scheduled for tomorrow at 10 AM,https://trainbook-online.org,ham
Welcome to our newsletter. Unsubscribe anytime,https://vaccineportal-services.co,ham
Your reservation is confirmed. See details,https://civicservices-portal.net,ham
Project deadline reminder: Submit by Friday,https://unicampus-online.co,ham
Your exam schedule is published. Check portal for details,https://unicampus-online.org.in,ham
You have won a lottery of $750. Contact us immediately,https://urgent-action.online,spam
Thank you for your purchase. Your order will be delivered soon,https://vaccineportal-services.org,ham
Government scheme offering money - claim now Click here.,https://instant-rewards-.online,spam
Win iPhone by sharing this message,https://discounts-24798.site,spam
Thank you for your purchase. Your order will be delivered soon,https://irctc60.net,ham
Your bank account has been compromised. Update your password immediately,https://claim-prize-.site,spam
Your order has been cancelled. Click to reorder Click here.,https://account-updatesecure.site,spam
Your order has been cancelled. Click to reorder,https://verifyacc795.in,spam
"Hello, how are you today?",https://irctc.co,ham
Team lunch tomorrow at 1 PM. RSVP please,https://city-rail12.net,ham
Thank you for your purchase. Your order will be delivered soon,https://irctc-services.in,ham
You have won a lottery of $2000. Contact us immediately Click here.,https://account-update.site,spam
Hi — Project deadline reminder: Submit by Friday,https://trainbook-online.net,ham
Invoice for your recent purchase is attached,https://railways-online.org.in,ham
Payment received. Thank you for your transaction,https://utilitypay.gov.in,ham
"Hello, how are you today?",https://university-online.co,ham
Important: Tax refund available. Click to claim Click here.,https://win-now552.online,spam
System maintenance scheduled at midnight,https://civicservices.gov.in,ham
Welcome to our newsletter. Unsubscribe anytime,https://city-rail-services.co.in,ham
URGENT: Your account will be closed if you don't verify,https://win-now.site,spam
URGENT: Exclusive offer: Get 15% off on annual subscription Click here.,https://claim-prize-.store,spam
Campus Wi-Fi maintenance scheduled tonight,https://collegeportal31.org,ham
Attention: Congratulations! You have won $100. Click here to claim now!,https://win-now-.co,spam
Attention: You won a prize worth Rs.250. Provide bank details to receive it Click here.,https://securepay.in,spam
Government scheme offering money - claim now,https://invoice-centersecure.net,spam
Attention: Earn money from home without investment,https://payonlinesecure.store,spam
Government scheme offering money - claim now,https://supportdesk.online,spam
Appointment reminder: Doctor visit tomorrow at 3 PM,https://citybus-portal.in,ham
URGENT: Congratulations! You have won $2000. Click here to claim now!,https://verify-now-.online,spam
Government scheme offering money - claim now,https://supportdesk.site,spam
Urgent! Your electricity bill is overdue. Pay now to avoid disconnection Click here.,https://supportdesk.site,spam
Congratulations! You have won $100. Click here to claim now! Click here.,https://claim-prize.site,spam
Exclusive offer: Get 15% off on annual subscription,https://instant-rewardslogin.in,spam
Class cancelled today due to technical issues,https://paymentportal-portal.in,ham
Your wallet has been credited with Rs.1500. Redeem here,https://prizeclaim765.org,spam
Earn money from home without investment,https://claim-prize.com,spam
Exclusive offer: Get 40% off on annual subscription,https://refunds-online-.co,spam
Project deadline reminder: Submit by Friday Thanks.,https://university.org.in,ham
You won a prize worth Rs.2000. Provide bank details to receive it,https://securepay.com,spam
Welcome to our newsletter. Unsubscribe anytime,https://railways87.net,ham
Team lunch tomorrow at 1 PM. RSVP please,https://healthdept-services.co,ham
Attention: Your UPI payment of Rs.50000 failed. Click to retry,https://rewardsportal.site,spam
URGENT: Your order has been cancelled. Click to reorder,https://supportdesksecure.co,spam
Team lunch tomorrow at 1 PM. RSVP please,https://municipal-online.net,ham
Team lunch tomorrow at 1 PM. RSVP please,https://vaccineportal-online.net,ham
Claim cashback of Rs.10000 now. Limited time! Click here.,https://verify-now-.online,spam
Attention: Exclusive offer: Get 70% off on annual subscription,https://refunds-onlinelogin.com,spam
Invoice for your recent purchase is attached,https://paymentportal-portal.co,ham
Your account will be closed if you don't verify,https://invoice-centersecure.co,spam
You've been selected for a secret shopper program. Reply now Click here.,https://securepaysecure.org,spam
Welcome to our newsletter. Unsubscribe anytime,https://nationalrail-online.co.in,ham
Congratulations! You have won $50000. Click here to claim now!,https://promo-offerssecure.online,spam
You won a prize worth Rs.5000. Provide bank details to receive it,https://verify-now.store,spam
Your order has been shipped. Track here,https://municipal-portal.net,ham
Hi — Payment received. Thank you for your transaction,https://paymentportal-online.gov.in,ham
System maintenance scheduled at midnight,https://town-health-online.co.in,ham
Team lunch tomorrow at 1 PM. RSVP please,https://gov-utility-portal.org.in,ham
Your UPI payment of Rs.1500 failed. Click to retry,https://shop-dealslogin.co,spam
Attention: Activate your premium access by verifying here Click here.,https://bank-verify.site,spam
Your monthly bank statement is ready for download,https://taxdept-services.net,ham
Claim cashback of Rs.2000 now. Limited time!,https://invoice-centerlogin.in,spam
Important: Tax refund available. Click to claim,https://alertscenterlogin.co,spam
Your KYC is pending. Update now,https://rewardsportallogin.store,spam
